"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"227984_at",-2.45238322670337,4.65387306463704,-5.5558458861957,4.27206342487025e-07,5.22793894423253e-06,5.96077834259416,"LMF1","lipase maturation factor 1","Downregulated",2.45238322670337
"225025_at",-1.44336981252937,6.02549268413613,-5.55519030146446,4.28333580410087e-07,5.24043025639959e-06,5.95821816082942,"IGSF8","immunoglobulin superfamily member 8","Downregulated",1.44336981252937
"200811_at",-1.17812678413905,9.18312859831312,-5.55446522766303,4.29583710384163e-07,5.25441850282712e-06,5.95538675100486,"CIRBP","cold inducible RNA binding protein","Downregulated",1.17812678413905
"211562_s_at",-2.60436947079299,4.06613830939117,-5.55436587416481,4.29755289425792e-07,5.25521086649477e-06,5.95499878750061,"LMOD1","leiomodin 1","Downregulated",2.60436947079299
"208621_s_at",-2.14916530096159,7.04246247977437,-5.55228204933565,4.33369545722691e-07,5.29545945775427e-06,5.94686233721039,"EZR","ezrin","Downregulated",2.14916530096159
"211734_s_at",-2.26180522789968,5.04120432796591,-5.55185998750514,4.34105219296639e-07,5.30050013050365e-06,5.94521451305586,"FCER1A","Fc fragment of IgE receptor Ia","Downregulated",2.26180522789968
"230180_at",-1.58150124371326,6.3737510856329,-5.55158759903623,4.34580657689399e-07,5.3041792098176e-06,5.94415107377791,"DDX17","DEAD-box helicase 17","Downregulated",1.58150124371326
"203136_at",-1.13499262215602,9.16396843337525,-5.55156385931691,4.34622118275542e-07,5.3041792098176e-06,5.94405839187357,"RABAC1","Rab acceptor 1","Downregulated",1.13499262215602
"204997_at",-2.79258613574489,3.52854714848386,-5.54857720114393,4.39869387679095e-07,5.36289716539277e-06,5.93239948048127,"GPD1","glycerol-3-phosphate dehydrogenase 1","Downregulated",2.79258613574489
"224091_at",-1.22902287978733,3.54495527570605,-5.54838937572283,4.4020145479474e-07,5.36561629578517e-06,5.93166635657966,"","","Downregulated",1.22902287978733
"203004_s_at",-1.2876440559078,4.15229182135506,-5.54821573692412,4.40508660064571e-07,5.36670206382702e-06,5.93098861498012,"MEF2D","myocyte enhancer factor 2D","Downregulated",1.2876440559078
"236936_at",-1.8413071288994,4.88242413361249,-5.54676850807522,4.43077348743015e-07,5.39265572584654e-06,5.92534016487589,"","","Downregulated",1.8413071288994
"218844_at",-1.41541417123856,6.31166156433019,-5.54573114160763,4.4492763738283e-07,5.4111602206369e-06,5.92129174533587,"ACSF2","acyl-CoA synthetase family member 2","Downregulated",1.41541417123856
"241817_at",-1.27255968254661,4.6561444904701,-5.54514894323172,4.4596939943238e-07,5.42115025639059e-06,5.91901979410765,"MIR4271///C3orf62","microRNA 4271///chromosome 3 open reading frame 62","Downregulated",1.27255968254661
"201673_s_at",-1.16779250046865,6.9561800893835,-5.54372956994278,4.48519239626794e-07,5.44810817682441e-06,5.91348127871559,"GYS1","glycogen synthase 1","Downregulated",1.16779250046865
"226539_s_at",-1.38799140236059,4.31073993117003,-5.54363136948504,4.4869618207277e-07,5.44842158320019e-06,5.91309811310087,"CFAP73","cilia and flagella associated protein 73","Downregulated",1.38799140236059
"209041_s_at",-1.11650568829078,6.06052367027861,-5.54359236016212,4.48766490066664e-07,5.44842158320019e-06,5.91294590446864,"UBE2G2","ubiquitin conjugating enzyme E2 G2","Downregulated",1.11650568829078
"228890_at",-1.40018490868717,5.18148002186282,-5.5418688605417,4.51883665233856e-07,5.47680776235526e-06,5.90622148968204,"ATOH8","atonal bHLH transcription factor 8","Downregulated",1.40018490868717
"221643_s_at",-1.20241398017421,5.85519104900803,-5.53745692129763,4.59960661308811e-07,5.56373752729171e-06,5.88901165311137,"RERE","arginine-glutamic acid dipeptide repeats","Downregulated",1.20241398017421
"222413_s_at",-1.22833158470355,7.33631378796242,-5.5362839566799,4.62131824513991e-07,5.58725324050613e-06,5.88443714340665,"KMT2C","lysine methyltransferase 2C","Downregulated",1.22833158470355
"237429_at",-1.47839586553263,3.78489314626779,-5.53385888876785,4.66652668779267e-07,5.63360595501015e-06,5.87498071716846,"","","Downregulated",1.47839586553263
"202432_at",-1.19562051236742,9.27017493581432,-5.53355375440908,4.67224578107243e-07,5.63912676353278e-06,5.87379097915832,"PPP3CB","protein phosphatase 3 catalytic subunit beta","Downregulated",1.19562051236742
"213263_s_at",-1.00483384661116,7.1512942703769,-5.53333761438631,4.67630103806156e-07,5.64263720401901e-06,5.87294825155459,"PCBP2","poly(rC) binding protein 2","Downregulated",1.00483384661116
"201226_at",-1.13561796296732,9.64195147555252,-5.53159051634941,4.70920780604965e-07,5.67816683441032e-06,5.86613681968661,"NDUFB8","NADH:ubiquinone oxidoreductase subunit B8","Downregulated",1.13561796296732
"217234_s_at",-1.82899038294202,7.7208449399166,-5.53130559204236,4.71459595301882e-07,5.68327102058297e-06,5.86502606370615,"EZR","ezrin","Downregulated",1.82899038294202
"205145_s_at",-1.32415876392789,5.30778201960512,-5.52867727574095,4.76458649197202e-07,5.73791012017785e-06,5.85478085292096,"MYL5","myosin light chain 5","Downregulated",1.32415876392789
"235831_at",-1.64004721437828,4.27171318246612,-5.52830516608916,4.77170603478238e-07,5.74412839671069e-06,5.85333052265415,"","","Downregulated",1.64004721437828
"218436_at",-1.01495051614726,6.67194203747852,-5.52716966070646,4.79349634202636e-07,5.76708006117582e-06,5.84890503237623,"SIL1","SIL1 nucleotide exchange factor","Downregulated",1.01495051614726
"219091_s_at",-1.65534008819698,6.17871151735359,-5.52701805174279,4.79641311234747e-07,5.76917868538944e-06,5.84831418302511,"MMRN2","multimerin 2","Downregulated",1.65534008819698
"208879_x_at",-1.61081860921817,5.6710115430423,-5.52690827991067,4.79852607762023e-07,5.77030969456156e-06,5.84788638510275,"PRPF6","pre-mRNA processing factor 6","Downregulated",1.61081860921817
"241709_s_at",-1.32873413065061,4.63576898439277,-5.52658121838962,4.80482701904032e-07,5.77647503361634e-06,5.84661179566583,"DOCK1","dedicator of cytokinesis 1","Downregulated",1.32873413065061
"243487_at",-1.56258501400766,4.63031064358073,-5.52627040873121,4.81082240791745e-07,5.78227010811906e-06,5.84540056934867,"AFF4","AF4/FMR2 family member 4","Downregulated",1.56258501400766
"222686_s_at",-1.60092934876943,6.83769179537631,-5.52578467527073,4.8202067491803e-07,5.79072054460242e-06,5.8435077191893,"CPPED1","calcineurin like phosphoesterase domain containing 1","Downregulated",1.60092934876943
"200951_s_at",-2.22712700465188,4.50078705338966,-5.52562275509207,4.82333903878665e-07,5.79251651691213e-06,5.84287674882732,"CCND2","cyclin D2","Downregulated",2.22712700465188
"224236_s_at",-1.5997715402353,2.73547615850309,-5.5255857037088,4.82405606647548e-07,5.79251651691213e-06,5.84273236808539,"","","Downregulated",1.5997715402353
"223094_s_at",-1.55499066226722,5.79450069015614,-5.52477277171848,4.83981455453969e-07,5.81002085350657e-06,5.83956465653332,"ANKH","ANKH inorganic pyrophosphate transport regulator","Downregulated",1.55499066226722
"32811_at",-1.0909164548789,6.95949552986315,-5.52343964813171,4.86576654440945e-07,5.83548072997212e-06,5.83437034601797,"MYO1C","myosin IC","Downregulated",1.0909164548789
"222528_s_at",-1.93147338578972,6.31469935451853,-5.52020659379044,4.9292746730258e-07,5.90588796775215e-06,5.82177534348413,"SLC25A37","solute carrier family 25 member 37","Downregulated",1.93147338578972
"211304_x_at",-1.06944429156982,5.40054315331154,-5.51879052648785,4.95734722796211e-07,5.93742606335698e-06,5.81625970856321,"KCNJ5","potassium voltage-gated channel subfamily J member 5","Downregulated",1.06944429156982
"210585_s_at",-1.74401414294333,3.99147947722149,-5.51721797938582,4.98870625434072e-07,5.968375119313e-06,5.81013524734252,"TNPO2","transportin 2","Downregulated",1.74401414294333
"209607_x_at",-1.24372754169168,7.53890065041055,-5.51671436395311,4.99879032950958e-07,5.97898579835143e-06,5.80817400928264,"SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A4///SULT1A3","SLX1B-SULT1A4 readthrough (NMD candidate)///SLX1A-SULT1A3 readthrough (NMD candidate)///sulfotransferase family 1A member 4///sulfotransferase family 1A member 3","Downregulated",1.24372754169168
"205729_at",-1.85292336727014,5.09638668969669,-5.51660968955835,5.00088877919777e-07,5.98004214235686e-06,5.80776638308778,"OSMR","oncostatin M receptor","Downregulated",1.85292336727014
"225730_s_at",-1.21780626398625,5.90533374127365,-5.5143497973181,5.04640569930686e-07,6.03300498653529e-06,5.79896660333801,"THUMPD3","THUMP domain containing 3","Downregulated",1.21780626398625
"205731_s_at",-1.23439063660418,5.36530480241773,-5.51361689108913,5.06125465248026e-07,6.04928728891416e-06,5.79611305704409,"NCOA2","nuclear receptor coactivator 2","Downregulated",1.23439063660418
"203812_at",-1.4178326754454,5.87442130405127,-5.5130963163058,5.07182779512657e-07,6.06045241172397e-06,5.79408630927502,"SLIT3","slit guidance ligand 3","Downregulated",1.4178326754454
"218730_s_at",-3.18020239592789,4.67338432092285,-5.51039887729235,5.12696319756271e-07,6.12187522597593e-06,5.78358563952128,"OGN","osteoglycin","Downregulated",3.18020239592789
"244804_at",-1.06533012469521,6.25246667686185,-5.51000799260479,5.13500160913411e-07,6.12998603058375e-06,5.78206416444719,"SQSTM1","sequestosome 1","Downregulated",1.06533012469521
"203051_at",-1.11568104189477,5.51773244380907,-5.50888171622604,5.15823250444522e-07,6.15323992354511e-06,5.77768050325779,"BAHD1","bromo adjacent homology domain containing 1","Downregulated",1.11568104189477
"203524_s_at",-1.18421033368033,7.2444486585354,-5.50833661815693,5.16951295358836e-07,6.16370787272165e-06,5.77555901808605,"MPST","mercaptopyruvate sulfurtransferase","Downregulated",1.18421033368033
"205409_at",-1.61268414562272,5.01165094780361,-5.50733763557675,5.19024928054356e-07,6.18661986888811e-06,5.77167126529409,"FOSL2","FOS like 2, AP-1 transcription factor subunit","Downregulated",1.61268414562272
"224301_x_at",-1.67461720417243,8.08763186711679,-5.50728982215204,5.1912438146278e-07,6.18661986888811e-06,5.77148519635753,"H2AFJ","H2A histone family member J","Downregulated",1.67461720417243
"215719_x_at",-1.73126833087258,5.88841685380656,-5.50523132812752,5.23423938694172e-07,6.23333053033014e-06,5.76347505820425,"FAS","Fas cell surface death receptor","Downregulated",1.73126833087258
"209203_s_at",-1.44856150064412,6.04052684142887,-5.50464277513701,5.24659671176184e-07,6.24653482689729e-06,5.76118506768866,"BICD2","BICD cargo adaptor 2","Downregulated",1.44856150064412
"228998_at",-1.16795864068885,5.2293874979109,-5.5041715276589,5.25651176408831e-07,6.25380015414636e-06,5.75935157064784,"TNRC6B","trinucleotide repeat containing 6B","Downregulated",1.16795864068885
"212669_at",-1.31007711082627,7.16887758246188,-5.50379399264929,5.26446840304677e-07,6.2617523980837e-06,5.75788272948213,"CAMK2G","calcium/calmodulin dependent protein kinase II gamma","Downregulated",1.31007711082627
"214940_s_at",-1.4489576248838,4.11230446848615,-5.50225741420009,5.29697458576941e-07,6.29585092854964e-06,5.7519049247024,"SMG6","SMG6, nonsense mediated mRNA decay factor","Downregulated",1.4489576248838
"224676_at",-1.03540606841988,8.69781184655084,-5.50185172547477,5.30558979330606e-07,6.30456790531783e-06,5.75032677263146,"TMED4","transmembrane p24 trafficking protein 4","Downregulated",1.03540606841988
"208562_s_at",-1.73073695753375,3.90962877177685,-5.50136950071664,5.31584825302105e-07,6.31523285819427e-06,5.74845095246205,"ABCC9","ATP binding cassette subfamily C member 9","Downregulated",1.73073695753375
"201288_at",-2.26784377849023,9.24060412808091,-5.50065988526992,5.33097953281849e-07,6.32899810429245e-06,5.7456907199139,"ARHGDIB","Rho GDP dissociation inhibitor beta","Downregulated",2.26784377849023
"222123_s_at",-1.51519819312959,4.03677657312239,-5.49987372871602,5.34779239138461e-07,6.34399277248946e-06,5.7426329296708,"HIF3A","hypoxia inducible factor 3 alpha subunit","Downregulated",1.51519819312959
"238490_at",-1.12961561430896,6.19711247951458,-5.49926953156755,5.36074928047507e-07,6.35476728124156e-06,5.74028299904373,"KIAA2026","KIAA2026","Downregulated",1.12961561430896
"228139_at",-1.08840720687686,5.53490855162052,-5.49878633245028,5.37113361151702e-07,6.36554363251247e-06,5.73840374683031,"RIPK3","receptor interacting serine/threonine kinase 3","Downregulated",1.08840720687686
"202378_s_at",-1.05536537556992,9.45414339340128,-5.49851533832456,5.37696614819095e-07,6.36938789730458e-06,5.73734982907396,"LEPROT","leptin receptor overlapping transcript","Downregulated",1.05536537556992
"217765_at",-1.06179082593103,6.46230078757499,-5.49767352140386,5.39512412528664e-07,6.38628512949194e-06,5.73407607051887,"NRBP1","nuclear receptor binding protein 1","Downregulated",1.06179082593103
"204163_at",-2.32934409690198,4.63047692550684,-5.49641640408457,5.42235248272439e-07,6.40772571127327e-06,5.72918762112344,"EMILIN1","elastin microfibril interfacer 1","Downregulated",2.32934409690198
"203096_s_at",-1.18148507383219,7.45587208854622,-5.49565596605214,5.43888865606085e-07,6.42572374787002e-06,5.72623078843604,"RAPGEF2","Rap guanine nucleotide exchange factor 2","Downregulated",1.18148507383219
"207980_s_at",-1.51016589439734,7.732021808807,-5.49222499093211,5.51411618183085e-07,6.50678932756236e-06,5.71289210003177,"CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2","Downregulated",1.51016589439734
"213974_at",-1.35574527009128,5.30349315660693,-5.49137868695475,5.53282904948559e-07,6.52574110829428e-06,5.70960242399492,"ADAMTSL3","ADAMTS like 3","Downregulated",1.35574527009128
"226745_at",-1.1828175868298,6.78319446620505,-5.49067350937083,5.54846913186407e-07,6.54261971175737e-06,5.70686147934126,"CYP4V2","cytochrome P450 family 4 subfamily V member 2","Downregulated",1.1828175868298
"1553030_a_at",-1.01406724292886,5.4119756877207,-5.48960881364904,5.57216537525377e-07,6.56584151389158e-06,5.70272340046544,"SUOX","sulfite oxidase","Downregulated",1.01406724292886
"49306_at",-1.66591646971155,5.14643670909521,-5.4890199722914,5.58531356008594e-07,6.5760279020718e-06,5.70043493211205,"RASSF4","Ras association domain family member 4","Downregulated",1.66591646971155
"200600_at",-1.47170575543954,9.50090694948917,-5.48795964656273,5.60906647446947e-07,6.59984060280295e-06,5.69631434298041,"MSN","moesin","Downregulated",1.47170575543954
"207809_s_at",-1.04624101234444,9.01643959561575,-5.48703753655219,5.6298039057095e-07,6.62107458862924e-06,5.6927311453035,"ATP6AP1","ATPase H+ transporting accessory protein 1","Downregulated",1.04624101234444
"217039_x_at",-1.39287787358567,4.87672976221172,-5.48676560693217,5.63593374647787e-07,6.6266999250403e-06,5.6916745096137,"ELK2AP","ELK2A, member of ETS oncogene family, pseudogene","Downregulated",1.39287787358567
"204223_at",-2.30149410288182,6.61031791150368,-5.48384793514659,5.70211845916621e-07,6.70131700549777e-06,5.68033867036652,"PRELP","proline and arginine rich end leucine rich repeat protein","Downregulated",2.30149410288182
"239745_at",-1.43293314464496,3.51149090411929,-5.48317056077096,5.71759308682019e-07,6.71309002679936e-06,5.67770726414313,"","","Downregulated",1.43293314464496
"218717_s_at",-2.67672917086721,4.67716592186753,-5.48055691673205,5.7776899556117e-07,6.78203219574869e-06,5.66755524757241,"P3H2","prolyl 3-hydroxylase 2","Downregulated",2.67672917086721
"220898_at",-1.60171362396949,4.36180385985499,-5.48047697007467,5.77953796971386e-07,6.78258346948986e-06,5.66724474687998,"","","Downregulated",1.60171362396949
"205017_s_at",-1.70238546833828,5.92739842745816,-5.47824410460123,5.83138749766748e-07,6.83690933041991e-06,5.6585733844697,"MBNL2","muscleblind like splicing regulator 2","Downregulated",1.70238546833828
"214027_x_at",-3.48067153831365,5.79668162933461,-5.47795581070089,5.83811525109052e-07,6.84316667842809e-06,5.65745389670356,"SUPT20H///DES","SPT20 homolog, SAGA complex component///desmin","Downregulated",3.48067153831365
"214544_s_at",-1.74398209180825,6.53913589053264,-5.4764191579244,5.87410425458045e-07,6.88207257274144e-06,5.65148725403377,"SNAP23","synaptosome associated protein 23","Downregulated",1.74398209180825
"222542_x_at",-1.90411566748882,4.30093476396079,-5.47549335596349,5.89589213463659e-07,6.90102674284165e-06,5.64789280440817,"COQ8A","coenzyme Q8A","Downregulated",1.90411566748882
"37028_at",-1.07792174539266,7.20255765150035,-5.47388176507151,5.93400917540418e-07,6.94233926519528e-06,5.64163635578364,"PPP1R15A","protein phosphatase 1 regulatory subunit 15A","Downregulated",1.07792174539266
"238816_at",-1.33916718438016,5.03748644970195,-5.47344537321822,5.94437226461385e-07,6.95115793785299e-06,5.6399423440313,"PSEN1","presenilin 1","Downregulated",1.33916718438016
"205170_at",-1.27411688748162,5.17450636586262,-5.47290198711041,5.95730105227407e-07,6.96350381830285e-06,5.63783307303982,"STAT2","signal transducer and activator of transcription 2","Downregulated",1.27411688748162
